Doc Id,Contents of file after Preprocessing
cranfield0537,"['stagnation', 'point', 'viscous', 'hypersonic', 'flow', 'several', 'methods', 'developed', 'computing', 'hypersonic', 'low', 'reynolds', 'number', 'flow', 'stagnation', 'region', 'blunt', 'body', 'general', 'methods', 'involve', 'complicated', 'numerical', 'solutions', 'simultaneous', 'iterations', 'several', 'parameters', 'usually', 'required', 'view', 'boundary-value', 'nature', 'problem', 'purpose', 'note', 'present', 'approximate', 'closedform', 'solution', 'axisymmetric', 'stagnation', 'point', 'hypersonic', 'flow', 'viscous', 'layer', 'regime']"
cranfield0153,"['steady', 'motion', 'viscous', 'incompressible', 'fluids', 'particular', 'reference', 'variation', 'principle', 'except', 'exceptional', 'cases', 'possible', 'represent', 'motion', 'viscous', 'incompressible', 'liquid', 'means', 'variation', 'principle', 'cases', 'motion', 'yet', 'discovered', 'belong', 'class', '/exceptional', 'cases', './', 'appropriate', 'functions', 'given']"
cranfield1081,"['numerical', 'solution', 'navier-stokes', 'equations', 'flow', 'around', 'circular', 'cylinder', 'reynolds', 'number', '40', 'steady', 'two-dimensional', 'flow', 'around', 'circular', 'cylinder', 'submerged', 'viscous', 'fluid', 'case', 'r', '40', 'investigated', 'integrating', 'numerically', 'exact', 'navier-stokes', 'equations', 'main', 'results', 'follows', '/i/', 'steady', 'flow', 'solution', 'exists', 'even', 'reynolds', 'number', 'high', '40', 'moreover', 'seems', 'solution', 'goes', 'smoothly', 'solution', 'kirchhoff', 'discontinuous', 'flow', 'theory', 'seems', 'limiting', 'flow', 'case', 'r', '/ii/', 'flow', 'pattern', 'coefficients', 'pressure', 'drag', 'good', 'agreement', 'experimental', 'data']"
cranfield0361,"['flow', 'viscous', 'liquid', 'past', 'flat', 'plate', 'small', 'reynolds', 'number', 'authors', 'repeat', 'earlier', 'calculations', 'piercy', 'winny', 'proc', 'roy', 'soc', 'london', 'ser', '140', '1933', 'earlier', 'works', 'known', 'different', 'careful', 'analysis', 'present', 'authors', 'shows', 'skin-friction', 'coefficient', 'second', 'approximation', 'agrees', 'perfectly', 'piercy', 'winny']"
cranfield0957,"['axisymmetric', 'snap', 'buckling', 'conical', 'shells', 'authors', 'give', 'brief', 'account', 'recent', 'analytical', 'numerical', 'studies', 'cone', 'buckling', 'limiting', 'discussion', 'axisymmetric', 'deformations', 'pertinent', 'numerical', 'results', 'relaxation', 'buckling', 'full', 'cones', 'subjected', 'uniform', 'external', 'pressure', 'belleville', 'springs', 'deformed', 'axial', 'edge', 'loads', 'presented', 'addition', 'bifurcation', 'buckling', 'problems', 'discussed', 'specific', 'case', 'existence', 'friedrichs', 'intermediate', 'buckling', 'load', 'applied', 'cones', 'established', 'upper', 'lower', 'bounds', 'value', 'given']"
cranfield0359,"['note', 'hypersonic', 'similarity', 'law', 'unyawed', 'cone', 'known', 'hypersonic', 'similarity', 'law', 'derived', 'slender', 'cones', 'ogival', 'bodies', 'assumption', 'applicable', 'mach', 'numbers', 'low', '3', 'note', 'makes', 'use', 'series', 'development', 'infer', 'hypersonic', 'similarity', 'law', 'unyawed', 'cones', 'taylor-maccoll', 'differential', 'equations', 'associated', 'boundary', 'conditions', 'simple', 'approximate', 'formula', 'function', 'similarity', 'law', 'obtained', 'drag', 'function', 'computed', 'formula', 'compared', 'kopal', ""'s"", 'numerical', 'results', 'slender', 'cones', 'von', 'karman', ""'s"", 'linearized', 'formula']"
cranfield0366,"['helium', 'injection', 'boundary', 'layer', 'axisymmetric', 'stagnation', 'point', 'report', 'presents', 'theoretical', 'analysis', 'boundary', 'layer', 'axisymmetric', 'stagnation', 'point', 'large', 'rates', 'helium', 'injection', 'exact', 'stagnation-point', 'boundary-layer', 'equations', 'integrated', 'numerically', 'approximate', 'representations', 'gas', 'properties', 'treatment', 'twopoint', 'boundary-value', 'problem', 'employed', 'herein', 'shown', 'useful', 'various', 'boundary-layer', 'mixing', 'problems', 'exact', 'solutions', 'indicate', 'large', 'rates', 'injection', 'boundary', 'layer', 'represented', 'thick', 'inner', 'layer', 'constant', 'shear', 'temperature', 'composition', 'relatively', 'thin', 'outer', 'region', 'flow', 'variables', 'adjust', 'freestream', 'values', 'inviscid-flow', 'model', 'shown', 'lead', 'accurate', 'predictions', 'shear', 'layer', 'thus', 'provide', 'sufficiently', 'accurate', 'profiles', 'use', 'study', 'downstream', 'influence', 'stagnation-point', 'mass', 'transfer', 'heat', 'transfer', 'stagnation', 'point', 'also', 'considered', 'tabulations', 'eigenvalues', 'variety', 'wall', 'conditions', 'injection', 'rates', 'given']"
cranfield0968,"['rocket', 'propulsion', 'systems', 'interplanetary', 'flight', 'comparison', 'made', 'several', 'different', 'propulsion', 'systems', 'interplanetary', 'flight', 'liquid', 'solid', 'propellant', 'rockets', 'propulsion', 'systems', 'use', 'nuclear', 'energy', 'sources', 'heating', 'rockets', 'magnetoplasma', 'devices', 'ion', 'rocket', 'propulsion', 'solar', 'heating', 'rockets', 'solar', 'sails', 'briefly', 'described', 'current', 'status', 'reviewed', 'engine', 'performance', 'requirements', 'different', 'interplanetary', 'missions', 'established', 'several', 'propulsion', 'systems', 'compared', 'basis', 'several', 'performance', 'criteria', 'environmental', 'characteristics', 'vehicle', 'requirements', 'reliability', 'current', 'status', 'growth', 'potential', 'efficiency', 'predictions', 'various', 'propulsion', 'system', 'capabilities', 'analysis', 'multiple', 'rocket', 'engine', 'reliability', 'included', 'concluded', 'electrical', 'rockets', 'superior', 'long-time', 'interplanetary', 'flight', 'applications', 'chemical', 'rockets', 'satisfactory', 'immediate', 'applications', '/near/', 'space', 'none', 'several', 'propulsion', 'schemes', 'discussed', 'rejected', 'technical', 'work', 'accomplished']"
cranfield0154,"['velocity', 'temperature', 'distributions', 'turbulent', 'wake', 'behind', 'heated', 'body', 'revolution', 'recently', 'see', 'abstract', '954', '1938', 'goldstein', 'made', 'calculations', 'based', 'theories', 'vorticity', 'transfer', 'distributions', 'velocity', 'temperature', 'turbulent', 'wake', 'behind', 'heated', 'body', 'revolution', 'present', 'authors', 'record', 'experimental', 'determination', 'distributions', 'low-turbulence', 'wind', 'tunnel', 'difficulty', 'experienced', 'obtaining', 'truly', 'symmetrical', 'wake', 'observations', 'reduced', 'mean', 'values', 'curves', 'given']"
cranfield1086,"['note', 'numerical', 'solution', 'fourth', 'order', 'differential', 'equations', 'old', 'numerical', 'method', 'solving', 'fourth', 'order', 'differential', 'equations', 'put', 'relaxation', 'form', 'higher', 'order', 'correction', 'terms', 'included', 'technique', 'illustrated', 'example', 'method', 'advantage', 'rapidly', 'convergent', 'usual', 'relaxation', 'procedure', 'fourth', 'order', 'equations', 'comments', 'made', 'numerical', 'solution', 'viscous', 'flow', 'equation']"
cranfield0530,"['aerodynamic', 'analysis', 'flutter', 'oseen-type', 'viscous', 'flow', 'oseen', ""'s"", 'equations', 'unsteady', 'flow', 'employed', 'obtain', 'linearized', 'solution', 'based', 'discontinuous-wake', 'model', 'analysis', 'employed', 'estimate', 'viscous', 'correction', 'unsteady', 'lift', 'moment', 'large', 'reynolds', 'number', 'asymptotic', 'solution', 'slowly', 'convergent', 'correction', 'order', 'ratio', 'logarithm', 'reynolds', 'number', 'reynolds', 'number', 'theory', 'preliminary', 'nature', 'limited', 'accuracy', 'oseen', ""'s"", 'equations', 'restricted', 'small', 'angle', 'attack', 'however', 'also', 'shows', 'generalized', 'trailing-edge', 'condition', 'potential', 'flow', 'reasonable', 'might', 'predict', 'essential', 'correction', 'real', 'fluid']"
cranfield0702,"['numerical', 'determination', 'indical', 'lift', 'moment', 'functions', 'two', 'dimensional', 'sinking', 'pitching', 'airfoil', 'mach', 'numbers', '0.5', '0.6', 'indicial', 'lift', 'moment', 'functions', 'determined', 'approximately', 'sinking', 'pitching', 'motion', 'mach', 'numbers', '0.5', '0.6', 'functions', 'determined', 'knowledge', 'existing', 'oscillatory', 'coefficients', 'low', 'reduced', 'frequencies', 'approximate', 'expressions', 'coefficients', 'high', 'reduced', 'frequencies', 'beginning', 'portion', 'indicial', 'lift', 'function', 'associated', 'airfoil', 'penetrating', 'sharp-edge', 'gust', 'subsonic', 'flow', 'evaluated', 'use', 'exact', 'method', 'use', 'approximate', 'method', 'determining', 'remaining', 'portion', 'complete', 'indicial', 'gust', 'function', 'determined', '0.5', '0.6', '0.7', 'indicial', 'lift', 'moment', 'functions', 'approximated', 'exponential', 'series', 'coefficients', 'appear', 'exponential', 'approximations', 'indicial', 'function', 'tabulated', '0.5', '0.6', '0.7']"
cranfield0392,"['natural', 'frequencies', 'rectangular', 'plates', 'edges', 'elastically', 'restrained', 'rotation', 'plates', 'attachments', 'heavier', 'members', 'along', 'edges', 'described', 'edges', 'elastically', 'restrained', 'rotation', 'many', 'cases', 'uniformly', 'along', 'edge', 'edges', 'setting', 'slope', 'edge', 'bending', 'moment', 'always', 'positive', 'elastic', 'restraint', 'analytically', 'defined', 'describing', 'respectively', 'clamped', 'simply', 'supported', 'edges', 'note', 'natural', 'frequencies', 'plates', 'calculated', 'mainly', 'following', 'nomenclature', 'dana', 'young']"
cranfield1240,"['nonsimilar', 'solutions', 'compressible', 'laminar', 'boundary', 'layer', 'equations', 'applications', 'upstream-transpiration', 'cooling', 'problem', 'new', 'method', 'presented', 'predicting', 'boundary-layer', 'characteristics', 'downstream', 'porous', 'region', 'injectioncooled', 'surface', 'method', 'consists', 'general', 'scheme', 'obtaining', 'nonsimilar', 'solutions', 'compressible-laminarboundary-layer', 'equations', 'formulated', 'along', 'following', 'lines', 'viscous', 'domain', 'divided', 'n', 'curvilinear', 'strips', 'governing', 'equations', 'integrated', 'along', 'coordinate', 'normal', 'body', 'surface', 'boundary', 'strip', 'result', 'one', 'obtains', 'set', 'independent', 'integrodifferential', 'relations', 'integration', 'carried', 'expressing', 'integrands', 'polynomials', 'coefficients', 'functions', 'unknown', 'values', 'velocity', 'temperature', 'strip', 'boundaries', 'well', 'imposed', 'boundary', 'condition', 'wall', 'outer', 'edge', 'integration', 'performed', 'set', 'ordinary', 'first-order', 'differential', 'equations', 'obtained', 'set', 'equations', 'may', 'solved', 'given', 'initial', 'conditions', 'numerical', 'integration', 'scheme', 'runge-kutta', 'method', 'several', 'numerical', 'examples', 'interest', 'presented']"
cranfield1072,"['ignition', 'combustion', 'laminar', 'mixing', 'zone', 'analytic', 'investigation', 'laminar', 'combustion', 'processes', 'essentially', 'two-', 'three-dimensional', 'present', 'mathematical', 'difficulties', 'however', 'several', 'examples', 'two-dimensional', 'flame', 'propagation', 'involve', 'transverse', 'velocities', 'small', 'comparison', 'principal', 'direction', 'flow', 'examples', 'occur', 'problem', 'flame', 'quenching', 'cool', 'surface', 'flame', 'stabilization', 'heated', 'flat', 'plate', 'combustion', 'laminar', 'mixing', 'zones', 'etc', 'cases', 'problem', 'may', 'simplified', 'employing', 'known', 'fluid', 'mechanics', 'boundary-layer', 'approximation', 'since', 'applied', 'first', 'prandtl', 'treatment', 'viscous', 'flow', 'flat', 'plate', 'physically', 'consists', 'recognizing', 'transverse', 'velocity', 'small', 'variations', 'flow', 'properties', 'along', 'direction', 'main', 'flow', 'small', 'comparison', 'direction', 'normal', 'main', 'flow', 'analytic', 'description', 'problem', 'simplifies', 'accordingly', 'present', 'analysis', 'considers', 'ignition', 'combustion', 'laminar', 'mixing', 'zone', 'two', 'parallel', 'moving', 'gas', 'streams', 'one', 'stream', 'consists', 'cool', 'combustible', 'mixture', 'second', 'hot', 'combustion', 'products', 'two', 'streams', 'come', 'contact', 'given', 'point', 'laminar', 'mixing', 'process', 'follows', 'velocity', 'distribution', 'modified', 'viscosity', 'temperature', 'composition', 'distributions', 'conduction', 'diffusion', 'chemical', 'reaction', 'decomposition', 'combustible', 'stream', 'assumed', 'follow', 'first-order', 'reaction', 'kinetics', 'temperature', 'dependence', 'according', 'arrhenius', 'law', 'given', 'initial', 'velocity', 'composition', 'temperature', 'distribution', 'questions', 'answered', '..', '1', 'combustible', 'material', 'ignite', '2', 'far', 'downstream', 'initial', 'contact', 'point', 'flame', 'appear', 'detailed', 'process', 'development', 'since', 'hot', 'stream', 'infinite', 'extent', 'found', 'ignition', 'always', 'takes', 'place', 'point', 'stream', 'however', 'temperature', 'hot', 'stream', 'drops', 'certain', 'value', 'distance', 'required', 'ignition', 'increases', 'enormously', 'essentially', 'occur', 'physical', 'apparatus', 'finite', 'dimension', 'complete', 'development', 'laminar', 'flame', 'front', 'computed', 'using', 'approximation', 'similar', 'integral', 'technique', 'introduced', 'von', 'karman', 'boundary', 'layer', 'theory']"
cranfield1332,"['calculated', 'spanwise', 'lift', 'distributions', 'influence', 'functions', 'influence', 'coefficients', 'unswept', 'wings', 'subsonic', 'flow', 'spanwise', 'lift', 'distributions', 'calculated', 'nineteen', 'unswept', 'wings', 'various', 'aspect', 'ratios', 'taper', 'ratios', 'variety', 'angle-of-attack', 'twist', 'distributions', 'including', 'flap', 'aileron', 'deflections', 'means', 'weissinger', 'method', 'eight', 'control', 'points', 'semispan', 'also', 'calculated', 'aerodynamic', 'influence', 'coefficients', 'pertain', 'certain', 'definite', 'set', 'stations', 'along', 'span', 'several', 'methods', 'presented', 'calculating', 'aerodynamic', 'influence', 'functions', 'coefficients', 'stations', 'stipulated', 'information', 'presented', 'herein', 'used', 'analysis', 'untwisted', 'wings', 'wings', 'known', 'twist', 'distributions', 'well', 'aeroelastic', 'calculations', 'involving', 'initially', 'unknown', 'twist', 'distributions']"
cranfield1100,"['analytical', 'investigation', 'ablation', 'analytical', 'procedure', 'described', 'enables', 'derivation', 'effective', 'heat', 'ablation', 'relationships', 'type', 'boundary', 'layer', 'transpiration', 'cooling', 'results', 'procedure', 'enables', 'inclusion', 'effects', 'ratio', 'wall', 'temperature', 'local', 'stream', 'temperature', 'surface', 'radiation', 'surface', 'combustion', 'predicted', 'effective', 'heats', 'ablation', 'three-dimensional', 'laminar', 'stagnation', 'boundary', 'layer', 'teflon', 'material', 'agreement', 'derived', 'tests', 'conducted', 'boundary-layer', 'enthalpy', 'potentials', '800', 'approximately', '7,000', 'btu/lb', 'predicted', 'equilibrium', 'surface', 'temperatures', 'nonablating', 'surfaces', 'behind', 'ablating', 'material', 'agreement', 'values', 'derived', 'tests', 'conducted', 'inconel', 'cylinders', 'teflon', 'hemispherical', 'nose', 'pieces']"
cranfield0684,"['tables', 'complete', 'elliptic', 'integrals', 'present', 'paper', 'contains', 'set', 'tables', 'complete', 'elliptic', 'integrals', 'computed', 'collected', 'especially', 'applications', 'certain', 'dynamical', 'problems', 'tabulated', 'functions', 'four', 'number', 'denoted', 'f/a/', 'g/a/', 'e/a/', 'and/a', 'b/respectively', 'definitions', 'functions', 'connections', 'functions', 'legendre', 'discussed', 'following']"
cranfield0442,"['effects', 'variations', 'several', 'parameters', 'including', 'fluid', 'density', 'flutter', 'speed', 'light', 'uniform', 'cantilever', 'wings', 'experimental', 'investigation', 'made', 'effects', 'variations', 'several', 'parameters', 'including', 'fluid', 'density', 'flutter', 'characteristics', 'light', 'uniform', 'cantilever', 'wings', 'assortment', 'wings', 'tested', 'covered', 'variety', 'positions', 'elastic', 'axis', 'center', 'gravity', 'values', 'aspect', 'ratio', '8', '6', '4', 'relative-density', 'parameter', 'k', 'representative', 'ratio', 'fluid', 'density', 'wing', 'mass', 'varied', 'range', 'values', '1.2', 'nearly', '14', 'special', 'emphasis', 'placed', 'lower', 'values', 'experimental', 'investigation', 'supplemented', 'analytical', 'investigation', 'based', 'two-dimensional', 'aerodynamic', 'theory', 'incompressible', 'flow', 'instances', 'corrections', 'effects', 'finite', 'span', 'made', 'general', 'theoretical', 'results', 'followed', 'trends', 'indicated', 'experiment', 'except', 'low', 'values', 'relative-density', 'parameter', 'low', 'values', 'analytical', 'considerations', 'employed', 'indicated', 'freedom', 'flutter', 'found', 'experimentally', 'higher', 'values', 'flutter-speed', 'coefficient', 'shown', 'decrease', 'decreasing', 'values', 'nearly', 'proportional', 'inverse', 'square', 'root', 'air', 'density']"
